Label,P6:string,P5:string,P7:url,P2:wikibase-item,P3:wikibase-item,Description
Little Brother Montgomery,Little_Brother_Montgomery,http://dbpedia.org/resource/Little_Brother_Montgomery,https://linkedjazz.org/image/square/Little_Brother_Montgomery.png,Q3,Q6,
Joe Nicholas,Joe_Nicholas,,https://linkedjazz.org/image/square/Joe_Nicholas.png,Q3,Q6,
Ernest Kelly,Ernest_Kelly,,,Q3,Q6,
Freddie Keppard,Freddie_Keppard,http://dbpedia.org/resource/Freddie_Keppard,https://linkedjazz.org/image/square/Freddie_Keppard.png,Q3,Q6,
Allan Reuss,Allan_Reuss,http://dbpedia.org/resource/Allan_Reuss,https://linkedjazz.org/image/square/Allan_Reuss.png,Q3,Q6,
Kid Howard,Kid_Howard,http://dbpedia.org/resource/Kid_Howard,,Q3,Q6,
Alphonse Picou,Alphonse_Picou,http://dbpedia.org/resource/Alphonse_Picou,https://linkedjazz.org/image/square/Alphonse_Picou.png,Q3,Q6,
Bernard Addison,Bernard_Addison,http://dbpedia.org/resource/Bernard_Addison,https://linkedjazz.org/image/square/Bernard_Addison.png,Q3,Q6,
"Clifford ""Boy"" Bigeou","Clifford_""Boy""_Bigeou",,,Q3,Q6,
Tyree Glenn,Tyree_Glenn,http://dbpedia.org/resource/Tyree_Glenn,https://linkedjazz.org/image/square/Tyree_Glenn.png,Q3,Q6,
Freddie Guy,Freddie_Guy,,https://linkedjazz.org/image/square/Freddie_Guy.png,Q3,Q6,
Kid Rena,Kid_Rena,http://dbpedia.org/resource/Kid_Rena,https://linkedjazz.org/image/square/Kid_Rena.png,Q3,Q6,
Guy Kelly,Guy_Kelly,http://dbpedia.org/resource/Guy_Kelly,https://linkedjazz.org/image/square/Guy_Kelly.png,Q3,Q6,
Emmanuel Sayles,Emmanuel_Sayles,http://dbpedia.org/resource/Emmanuel_Sayles,https://linkedjazz.org/image/square/Emmanuel_Sayles.png,Q3,Q6,
Arnold Metoyer,Arnold_Metoyer,,https://linkedjazz.org/image/square/Arnold_Metoyer.png,Q3,Q6,
Fanny Brice,Fanny_Brice,http://dbpedia.org/resource/Fanny_Brice,https://linkedjazz.org/image/square/Fanny_Brice.png,Q3,Q6,
Lee Collins,Lee_Collins,http://dbpedia.org/resource/Lee_Collins_(musician),https://linkedjazz.org/image/square/Lee_Collins_(musician).png,Q3,Q6,
Harold Dejan,Harold_Dejan,http://dbpedia.org/resource/Harold_Dejan,https://linkedjazz.org/image/square/Harold_Dejan.png,Q3,Q6,
Walter Johnson,Walter_Johnson,,https://linkedjazz.org/image/square/Walter_Johnson.png,Q3,Q6,
Will Marion Cook,Will_Marion_Cook,http://dbpedia.org/resource/Will_Marion_Cook,https://linkedjazz.org/image/square/Will_Marion_Cook.png,Q3,Q6,
Emile Labat,Emile_Labat,,,Q3,Q6,Emile Labat is the namesake of this funeral home
Esther Bigeou,Esther_Bigeou,http://dbpedia.org/resource/Esther_Bigeou,https://linkedjazz.org/image/square/Esther_Bigeou.png,Q3,Q6,
Jim Robinson,Jim_Robinson,http://dbpedia.org/resource/Jim_Robinson_(trombonist),https://linkedjazz.org/image/square/Jim_Robinson_(trombonist).png,Q3,Q6,
Armand Piron,Armand_Piron,http://dbpedia.org/resource/Armand_Piron,https://linkedjazz.org/image/square/Armand_Piron.png,Q3,Q6,
Herb Mann,Herb_Mann,,https://linkedjazz.org/image/square/Herb_Mann.png,Q3,Q6,Banjo player
John Smith,John_Smith,,https://linkedjazz.org/image/square/John_Smith.png,Q3,Q6,
Tony Jackson,Tony_Jackson,http://dbpedia.org/resource/Tony_Jackson_(pianist),https://linkedjazz.org/image/square/Tony_Jackson_(pianist).png,Q3,Q6,
Andrew Brown,Andrew_Brown,,https://linkedjazz.org/image/square/Andrew_Brown.png,Q3,Q6,
Punch Miller,Punch_Miller,http://dbpedia.org/resource/Punch_Miller,https://linkedjazz.org/image/square/Punch_Miller.png,Q3,Q6,
Louis Dumaine,Louis_Dumaine,,,Q3,Q6,
Theodore Purnell,Theodore_Purnell,http://dbpedia.org/resource/Theodore_Purnell,,Q3,Q6,
Jefferson Parish,Jefferson_Parish,,,Q3,Q6,
Joe Darensbourg,Joe_Darensbourg,http://dbpedia.org/resource/Joe_Darensbourg,https://linkedjazz.org/image/square/Joe_Darensbourg.png,Q3,Q6,
Tommy Jones,Tommy_Jones,,https://linkedjazz.org/image/square/Tommy_Jones.png,Q3,Q6,
Mary Ford,Mary_Ford,http://dbpedia.org/resource/Mary_Ford,https://linkedjazz.org/image/square/Mary_Ford.png,Q3,Q6,
Tommy Benford,Tommy_Benford,http://dbpedia.org/resource/Tommy_Benford,https://linkedjazz.org/image/square/Tommy_Benford.png,Q3,Q6,
Doc Cook,Doc_Cook,http://dbpedia.org/resource/Doc_Cook,https://linkedjazz.org/image/square/Doc_Cook.png,Q3,Q6,
Dave Rivera,Dave_Rivera,,https://linkedjazz.org/image/square/Dave_Rivera.png,Q3,Q6,
Sam Morgan,Sam_Morgan,http://dbpedia.org/resource/Sam_Morgan_(musician),https://linkedjazz.org/image/square/Sam_Morgan_(musician).png,Q3,Q6,
Herbert Morand,Herbert_Morand,,,Q3,Q6,
William Wrigley Jr.,William_Wrigley_Jr.,http://dbpedia.org/resource/William_Wrigley_Jr.,https://linkedjazz.org/image/square/William_Wrigley_Jr..png,Q3,Q6,
Lee Blair,Lee_Blair,http://dbpedia.org/resource/Lee_Blair,https://linkedjazz.org/image/square/Lee_Blair.png,Q3,Q6,
John Trueheart,John_Trueheart,,https://linkedjazz.org/image/square/John_Trueheart.png,Q3,Q6,
Milford Piron,Milford_Piron,,,Q3,Q6,Texas orchestra leader
Hilton Jefferson,Hilton_Jefferson,http://dbpedia.org/resource/Hilton_Jefferson,https://linkedjazz.org/image/square/Hilton_Jefferson.png,Q3,Q6,
Charlie Elgar,Charlie_Elgar,http://dbpedia.org/resource/Charlie_Elgar,,Q3,Q6,
Ralph Cooper,Ralph_Cooper,http://dbpedia.org/resource/Ralph_Cooper_(Apollo),https://linkedjazz.org/image/square/Ralph_Cooper_(Apollo).png,Q3,Q6,
Baron Lee,Baron_Lee,,,Q3,Q6,
Johnny Williams,Johnny_Williams,http://dbpedia.org/resource/Johnny_Williams_(blues_musician),https://linkedjazz.org/image/square/Johnny_Williams_(blues_musician).png,Q3,Q6,
"Willie ""the Lion"" Smith","Willie_""the_Lion""_Smith",http://dbpedia.org/resource/Willie_%22the_Lion%22_Smith,https://linkedjazz.org/image/square/Willie_the_Lion_Smith.png,Q3,Q6,
John Marrerro,John_Marrerro,,https://linkedjazz.org/image/square/John_Marrerro.png,Q3,Q6,
Harry White,Harry_White,http://dbpedia.org/resource/Harry_White_(trombonist),https://linkedjazz.org/image/square/Harry_White_(trombonist).png,Q3,Q6,
Bill Doggett,Bill_Doggett,http://dbpedia.org/resource/Bill_Doggett,https://linkedjazz.org/image/square/Bill_Doggett.png,Q3,Q6,
Black Benny,Black_Benny,http://dbpedia.org/resource/Black_Benny,,Q3,Q6,
Bix Biederbecke,Bix_Biederbecke,http://dbpedia.org/resource/Bix_Biederbecke,https://linkedjazz.org/image/square/Bix_Biederbecke.png,Q3,Q6,
Dave Nelson,Dave_Nelson,,https://linkedjazz.org/image/square/Dave_Nelson.png,Q3,Q6,
Jeff Williams,Jeff_Williams,http://dbpedia.org/resource/Jeff_Williams_(musician),https://linkedjazz.org/image/square/Jeff_Williams_(musician).png,Q3,Q6,
John Handy,John_Handy,http://dbpedia.org/resource/John_Handy,https://linkedjazz.org/image/square/John_Handy.png,Q3,Q6,
Eddie Lang,Eddie_Lang,http://dbpedia.org/resource/Eddie_Lang,https://linkedjazz.org/image/square/Eddie_Lang.png,Q3,Q6,
Wilbur De Paris,Wilbur_De_Paris,,https://linkedjazz.org/image/square/Wilbur_De_Paris.png,Q3,Q6,
George Givot,George_Givot,,https://linkedjazz.org/image/square/George_Givot.png,Q3,Q6,
Lips Page,Lips_Page,,https://linkedjazz.org/image/square/Lips_Page.png,Q3,Q6,
Richard Mclean,Richard_Mclean,,,Q3,Q6,bass
Sam Brown,Sam_Brown,http://dbpedia.org/resource/Sam_Brown_(singer),https://linkedjazz.org/image/square/Sam_Brown_(singer).png,Q3,Q6,
Arnold Adams,Arnold_Adams,,,Q3,Q6,
Lawrence Lucie,Lawrence_Lucie,http://dbpedia.org/resource/Lawrence_Lucie,https://linkedjazz.org/image/square/Lawrence_Lucie.png,Q3,Q6,
Fate Marable,Fate_Marable,http://dbpedia.org/resource/Fate_Marable,https://linkedjazz.org/image/square/Fate_Marable.png,Q3,Q6,
Manuel Perez,Manuel_Perez,http://dbpedia.org/resource/Manuel_Perez_(musician),https://linkedjazz.org/image/square/Manuel_Perez_(musician).png,Q3,Q6,
Oscar Celestin,Oscar_Celestin,,https://linkedjazz.org/image/square/Oscar_Celestin.png,Q3,Q6,
Luckey Roberts,Luckey_Roberts,http://dbpedia.org/resource/Luckey_Roberts,https://linkedjazz.org/image/square/Luckey_Roberts.png,Q3,Q6,
Connie Kay,Connie_Kay,http://dbpedia.org/resource/Connie_Kay,https://linkedjazz.org/image/square/Connie_Kay.png,Q3,Q6,
Clarence Williams,Clarence_Williams,http://dbpedia.org/resource/Clarence_Williams_(musician),https://linkedjazz.org/image/square/Clarence_Williams_(musician).png,Q3,Q6,
Ollie Powers,Ollie_Powers,,https://linkedjazz.org/image/square/Ollie_Powers.png,Q3,Q6,
Harry Connick,Harry_Connick,"http://dbpedia.org/resource/Harry_Connick,_Jr.","https://linkedjazz.org/image/square/Harry_Connick,_Jr..png",Q3,Q6,
Don Albert,Don_Albert,http://dbpedia.org/resource/Don_Albert,https://linkedjazz.org/image/square/Don_Albert.png,Q3,Q6,
Isidore Barbarin,Isidore_Barbarin,http://dbpedia.org/resource/Isidore_Barbarin,https://linkedjazz.org/image/square/Isidore_Barbarin.png,Q3,Q6,
Louis Nelson,Louis_Nelson,http://dbpedia.org/resource/Louis_Nelson,https://linkedjazz.org/image/square/Louis_Nelson.png,Q3,Q6,
Louis Arthidore,Louis_Arthidore,,,Q3,Q6,
Jerry Brock,Jerry_Brock,,https://linkedjazz.org/image/square/Jerry_Brock.png,Q3,Q6,"Founder of the local radio station WWOZ, and a producer who first recorded the Dirty Dozen Brass Band."
Lionel Tapo,Lionel_Tapo,,,Q3,Q6,
Susie Smith,Susie_Smith,,https://linkedjazz.org/image/square/Susie_Smith.png,Q3,Q6,
Sidney Desvigne,Sidney_Desvigne,http://dbpedia.org/resource/Sidney_Desvigne,,Q3,Q6,
Kaiser Marshall,Kaiser_Marshall,http://dbpedia.org/resource/Kaiser_Marshall,https://linkedjazz.org/image/square/Kaiser_Marshall.png,Q3,Q6,
George Augustin,George_Augustin,,,Q3,Q6,Band leader
Teddy Bunn,Teddy_Bunn,http://dbpedia.org/resource/Teddy_Bunn,https://linkedjazz.org/image/square/Teddy_Bunn.png,Q3,Q6,
Bennie Payne,Bennie_Payne,,https://linkedjazz.org/image/square/Bennie_Payne.png,Q3,Q6,
Sammy Stewart,Sammy_Stewart,,https://linkedjazz.org/image/square/Sammy_Stewart.png,Q3,Q6,
Sharkey Bonano,Sharkey_Bonano,http://dbpedia.org/resource/Sharkey_Bonano,https://linkedjazz.org/image/square/Sharkey_Bonano.png,Q3,Q6,
Louis Barbarin,Louis_Barbarin,http://dbpedia.org/resource/Louis_Barbarin,https://linkedjazz.org/image/square/Louis_Barbarin.png,Q3,Q6,
Papa Celestin,Papa_Celestin,http://dbpedia.org/resource/Papa_Celestin,https://linkedjazz.org/image/square/Papa_Celestin.png,Q3,Q6,
Vernon Andrade,Vernon_Andrade,http://dbpedia.org/resource/Vernon_Andrade,,Q3,Q6,
Willie Pajeaud,Willie_Pajeaud,http://dbpedia.org/resource/Willie_Pajeaud,https://linkedjazz.org/image/square/Willie_Pajeaud.png,Q3,Q6,
Son Thomas,Son_Thomas,,https://linkedjazz.org/image/square/Son_Thomas.png,Q3,Q6,
Tom Anderson,Tom_Anderson,,,Q3,Q6,
Charlie Bocage,Charlie_Bocage,,https://linkedjazz.org/image/square/Charlie_Bocage.png,Q3,Q6,Banjo player
Mae West,Mae_West,http://dbpedia.org/resource/Mae_West,https://linkedjazz.org/image/square/Mae_West.png,Q3,Q6,
John Lewis,John_Lewis,http://dbpedia.org/resource/John_Lewis_(pianist),https://linkedjazz.org/image/square/John_Lewis_(pianist).png,Q3,Q6,
Buddie Petit,Buddie_Petit,http://dbpedia.org/resource/Buddie_Petit,https://linkedjazz.org/image/square/Buddie_Petit.png,Q3,Q6,
George Boyd,George_Boyd,,,Q3,Q6,
Irving Mills,Irving_Mills,http://dbpedia.org/resource/Irving_Mills,https://linkedjazz.org/image/square/Irving_Mills.png,Q3,Q6,
Frankie Trumbauer,Frankie_Trumbauer,http://dbpedia.org/resource/Frankie_Trumbauer,https://linkedjazz.org/image/square/Frankie_Trumbauer.png,Q3,Q6,
David Jones,David_Jones,http://dbpedia.org/resource/David_Jones_(jazz_musician),,Q3,Q6,
Lucien Barbarin,Lucien_Barbarin,http://dbpedia.org/resource/Lucien_Barbarin,https://linkedjazz.org/image/square/Lucien_Barbarin.png,Q3,Q6,
Lizzie Miles,Lizzie_Miles,http://dbpedia.org/resource/Lizzie_Miles,https://linkedjazz.org/image/square/Lizzie_Miles.png,Q3,Q6,
Kenny Davern,Kenny_Davern,http://dbpedia.org/resource/Kenny_Davern,https://linkedjazz.org/image/square/Kenny_Davern.png,Q3,Q6,
Yank Lawson,Yank_Lawson,http://dbpedia.org/resource/Yank_Lawson,https://linkedjazz.org/image/square/Yank_Lawson.png,Q3,Q6,
Tex Beneke,Tex_Beneke,http://dbpedia.org/resource/Tex_Beneke,https://linkedjazz.org/image/square/Tex_Beneke.png,Q3,Q6,
Doris Robbins,Doris_Robbins,,https://linkedjazz.org/image/square/Doris_Robbins.png,Q3,Q6,
Howard Alden,Howard_Alden,http://dbpedia.org/resource/Howard_Alden,https://linkedjazz.org/image/square/Howard_Alden.png,Q3,Q6,
Dan Barrett,Dan_Barrett,http://dbpedia.org/resource/Dan_Barrett_(musician),https://linkedjazz.org/image/square/Dan_Barrett_(musician).png,Q3,Q6,
George Masso,George_Masso,http://dbpedia.org/resource/George_Masso,https://linkedjazz.org/image/square/George_Masso.png,Q3,Q6,
Linda Rondstadt,Linda_Rondstadt,,https://linkedjazz.org/image/square/Linda_Rondstadt.png,Q3,Q6,
George Van Eps,George_Van_Eps,http://dbpedia.org/resource/George_Van_Eps,https://linkedjazz.org/image/square/George_Van_Eps.png,Q3,Q6,
Eddie Miller,Eddie_Miller,http://dbpedia.org/resource/Eddie_Miller_(jazz_saxophonist),https://linkedjazz.org/image/square/Eddie_Miller_(jazz_saxophonist).png,Q3,Q6,
Jake Hanna,Jake_Hanna,http://dbpedia.org/resource/Jake_Hanna,https://linkedjazz.org/image/square/Jake_Hanna.png,Q3,Q6,
Bob Crosby,Bob_Crosby,http://dbpedia.org/resource/Bob_Crosby,https://linkedjazz.org/image/square/Bob_Crosby.png,Q3,Q6,
Gene Goldkette,Gene_Goldkette,,https://linkedjazz.org/image/square/Gene_Goldkette.png,Q3,Q6,
Matty Matlock,Matty_Matlock,http://dbpedia.org/resource/Matty_Matlock,https://linkedjazz.org/image/square/Matty_Matlock.png,Q3,Q6,
Flip Phillips,Flip_Phillips,http://dbpedia.org/resource/Flip_Phillips,https://linkedjazz.org/image/square/Flip_Phillips.png,Q3,Q6,
Ray Bauduc,Ray_Bauduc,http://dbpedia.org/resource/Ray_Bauduc,https://linkedjazz.org/image/square/Ray_Bauduc.png,Q3,Q6,
Steve Brown,Steve_Brown,http://dbpedia.org/resource/Steve_Brown_(musician),https://linkedjazz.org/image/square/Steve_Brown_(musician).png,Q3,Q6,
Randy Sandke,Randy_Sandke,http://dbpedia.org/resource/Randy_Sandke,https://linkedjazz.org/image/square/Randy_Sandke.png,Q3,Q6,
Bob Zurke,Bob_Zurke,http://dbpedia.org/resource/Bob_Zurke,https://linkedjazz.org/image/square/Bob_Zurke.png,Q3,Q6,
Irving Berlin,Irving_Berlin,http://dbpedia.org/resource/Irving_Berlin,https://linkedjazz.org/image/square/Irving_Berlin.png,Q3,Q6,
Jerry Gray,Jerry_Gray,http://dbpedia.org/resource/Jerry_Gray_(arranger),https://linkedjazz.org/image/square/Jerry_Gray_(arranger).png,Q3,Q6,
Jon-Erik Kellso,Jon-Erik_Kellso,,https://linkedjazz.org/image/square/Jon-Erik_Kellso.png,Q3,Q6,
Vince Giordano,Vince_Giordano,http://dbpedia.org/resource/Vince_Giordano,https://linkedjazz.org/image/square/Vince_Giordano.png,Q3,Q6,
Al Klink,Al_Klink,http://dbpedia.org/resource/Al_Klink,https://linkedjazz.org/image/square/Al_Klink.png,Q3,Q6,
Jerry Jerome,Jerry_Jerome,,https://linkedjazz.org/image/square/Jerry_Jerome.png,Q3,Q6,
Artie Bernstein,Artie_Bernstein,http://dbpedia.org/resource/Artie_Bernstein,,Q3,Q6,
Miff Mole,Miff_Mole,http://dbpedia.org/resource/Miff_Mole,https://linkedjazz.org/image/square/Miff_Mole.png,Q3,Q6,
Scott LaFaro,Scott_LaFaro,http://dbpedia.org/resource/Scott_LaFaro,https://linkedjazz.org/image/square/Scott_LaFaro.png,Q3,Q6,
Gil Rodin,Gil_Rodin,http://dbpedia.org/resource/Gil_Rodin,https://linkedjazz.org/image/square/Gil_Rodin.png,Q3,Q6,
Sam Cooke,Sam_Cooke,http://dbpedia.org/resource/Sam_Cooke,https://linkedjazz.org/image/square/Sam_Cooke.png,Q3,Q6,
Benny Moten,Benny_Moten,http://dbpedia.org/resource/Benny_Moten,https://linkedjazz.org/image/square/Benny_Moten.png,Q3,Q6,
Victoria Spivey,Victoria_Spivey,http://dbpedia.org/resource/Victoria_Spivey,https://linkedjazz.org/image/square/Victoria_Spivey.png,Q3,Q6,
Freddie Jenkins,Freddie_Jenkins,http://dbpedia.org/resource/Freddie_Jenkins,https://linkedjazz.org/image/square/Freddie_Jenkins.png,Q3,Q6,
Pha Terrell,Pha_Terrell,http://dbpedia.org/resource/Pha_Terrell,https://linkedjazz.org/image/square/Pha_Terrell.png,Q3,Q6,
Vic Dickenson,Vic_Dickenson,http://dbpedia.org/resource/Vic_Dickenson,https://linkedjazz.org/image/square/Vic_Dickenson.png,Q3,Q6,
June Richmond,June_Richmond,,https://linkedjazz.org/image/square/June_Richmond.png,Q3,Q6,
Alphonse Trent,Alphonse_Trent,http://dbpedia.org/resource/Alphonse_Trent,https://linkedjazz.org/image/square/Alphonse_Trent.png,Q3,Q6,
Ed Lewis,Ed_Lewis,http://dbpedia.org/resource/Ed_Lewis_(musician),https://linkedjazz.org/image/square/Ed_Lewis_(musician).png,Q3,Q6,
Dixie Hummingbirds,Dixie_Hummingbirds,http://dbpedia.org/resource/Dixie_Hummingbirds,https://linkedjazz.org/image/square/Dixie_Hummingbirds.png,Q3,Q6,
Dan Minor,Dan_Minor,http://dbpedia.org/resource/Dan_Minor,,Q3,Q6,
Melvin Moore,Melvin_Moore,,,Q3,Q6,
Ernie Fields,Ernie_Fields,http://dbpedia.org/resource/Ernie_Fields,https://linkedjazz.org/image/square/Ernie_Fields.png,Q3,Q6,
BB King,BB_King,http://dbpedia.org/resource/BB_King,https://linkedjazz.org/image/square/BB_King.png,Q3,Q6,
T-bone Walker,T-bone_Walker,http://dbpedia.org/resource/T-bone_Walker,https://linkedjazz.org/image/square/T-bone_Walker.png,Q3,Q6,
Tony Parenti,Tony_Parenti,http://dbpedia.org/resource/Tony_Parenti,https://linkedjazz.org/image/square/Tony_Parenti.png,Q3,Q6,
Edith Stephen,Edith_Stephen,,,Q3,Q6,Artist's website
Roswell Rudd,Roswell_Rudd,http://dbpedia.org/resource/Roswell_Rudd,https://linkedjazz.org/image/square/Roswell_Rudd.png,Q3,Q6,
Carl Ruggles,Carl_Ruggles,http://dbpedia.org/resource/Carl_Ruggles,,Q3,Q6,
Mike Mantler,Mike_Mantler,http://dbpedia.org/resource/Michael_Mantler,,Q3,Q6,
Francesco Landini,Francesco_Landini,http://dbpedia.org/resource/Francesco_Landini,,Q3,Q6,
Herbie Nichols,Herbie_Nichols,http://dbpedia.org/resource/Herbie_Nichols,,Q3,Q6,
Burton Greene,Burton_Greene,http://dbpedia.org/resource/Burton_Greene,,Q3,Q6,
Danny Alvin,Danny_Alvin,http://dbpedia.org/resource/Danny_Alvin,https://linkedjazz.org/image/square/Danny_Alvin.png,Q3,Q6,
Bill Dixon,Bill_Dixon,http://dbpedia.org/resource/Bill_Dixon,,Q3,Q6,
Albert Ayler,Albert_Ayler,http://dbpedia.org/resource/Albert_Ayler,,Q3,Q6,
Steve Lacy,Steve_Lacy,http://dbpedia.org/resource/Steve_Lacy,,Q3,Q6,
Elton Dean,Elton_Dean,http://dbpedia.org/resource/Elton_Dean,,Q3,Q6,
Cutty Cutshall,Cutty_Cutshall,http://dbpedia.org/resource/Cutty_Cutshall,https://linkedjazz.org/image/square/Cutty_Cutshall.png,Q3,Q6,
Buell Neidlinger,Buell_Neidlinger,http://dbpedia.org/resource/Buell_Neidlinger,,Q3,Q6,
Max Kaminsky,Max_Kaminsky,http://dbpedia.org/resource/Max_Kaminsky_(musician),https://linkedjazz.org/image/square/Max_Kaminsky_(musician).png,Q3,Q6,
Hamid Drake,Hamid_Drake,http://dbpedia.org/resource/Hamid_Drake,,Q3,Q6,
Avery Brooks,Avery_Brooks,http://dbpedia.org/resource/Avery_Brooks,,Q3,Q6,
John Carter,John_Carter,http://dbpedia.org/resource/John_Carter_(jazz_musician),,Q3,Q6,
James Newton,James_Newton,http://dbpedia.org/resource/James_Newton,,Q3,Q6,
Manolito Simonet,Manolito_Simonet,http://dbpedia.org/resource/Manolito_Simonet,,Q3,Q6,
Taj Mahal,Taj_Mahal,http://dbpedia.org/resource/Taj_Mahal_(musician),,Q3,Q6,
David Murray,David_Murray,http://dbpedia.org/resource/David_Murray_(saxophonist),https://linkedjazz.org/image/square/David_Murray_(saxophonist).png,Q3,Q6,
Bob Weir,Bob_Weir,http://dbpedia.org/resource/Bob_Weir,,Q3,Q6,
James Blood Ulmer,James_Blood_Ulmer,http://dbpedia.org/resource/James_Blood_Ulmer,,Q3,Q6,
Bobby Bradford,Bobby_Bradford,http://dbpedia.org/resource/Bobby_Bradford,,Q3,Q6,
Phil Lesh,Phil_Lesh,http://dbpedia.org/resource/Phil_Lesh,,Q3,Q6,
Phil Hardymon,Phil_Hardymon,,,Q3,Q6,Trumpet Player and founder of famed Berkeley CA Jazz program
Pharrell Williams,Pharrell_Williams,http://dbpedia.org/resource/Pharrell_Williams,https://linkedjazz.org/image/square/Pharrell_Williams.png,Q3,Q6,
Jimi Hendrix,Jimi_Hendrix,http://dbpedia.org/resource/Jimi_Hendrix,,Q3,Q6,
Kip Hanrahan,Kip_Hanrahan,http://dbpedia.org/resource/Kip_Hanrahan,,Q3,Q6,
D'Army Bailey,D'Army_Bailey,http://dbpedia.org/resource/D%27Army_Bailey,,Q3,Q6,
Ishmael Reed,Ishmael_Reed,http://dbpedia.org/resource/Ishmael_Reed,,Q3,Q6,
Michael Nash,Michael_Nash,,,Q3,Q6,Collaborator with David Murray & Bob Weir on Satchel Paige musical
Martin Luther King Jr,Martin_Luther_King_Jr,"http://dbpedia.org/resource/Martin_Luther_King,_Jr.","https://linkedjazz.org/image/square/Martin_Luther_King,_Jr..png",Q3,Q6,
Bobby Seale,Bobby_Seale,http://dbpedia.org/resource/Bobby_Seale,,Q3,Q6,
Jaribu Shahid,Jaribu_Shahid,,,Q3,Q6,
Jerry Garcia,Jerry_Garcia,http://dbpedia.org/resource/Jerry_Garcia,https://linkedjazz.org/image/square/Jerry_Garcia.png,Q3,Q6,
Morris Levy,Morris_Levy,http://dbpedia.org/resource/Morris_Levy,,Q3,Q6,
Mavis Staples,Mavis_Staples,http://dbpedia.org/resource/Mavis_Staples,,Q3,Q6,
Eddie Cole,Eddie_Cole,,,Q3,Q6,
Wilson Pickett,Wilson_Pickett,http://dbpedia.org/resource/Wilson_Pickett,,Q3,Q6,
Les McCann,Les_McCann,http://dbpedia.org/resource/Les_McCann,,Q3,Q6,
Nesuhi Ertegun,Nesuhi_Ertegun,http://dbpedia.org/resource/Nesuhi_Ertegun,https://linkedjazz.org/image/square/Nesuhi_Ertegun.png,Q3,Q6,
Tiny Grimes,Tiny_Grimes,http://dbpedia.org/resource/Tiny_Grimes,https://linkedjazz.org/image/square/Tiny_Grimes.png,Q3,Q6,
Randy Crawford,Randy_Crawford,http://dbpedia.org/resource/Randy_Crawford,,Q3,Q6,
Phil Moore,Phil_Moore,http://dbpedia.org/resource/Phil_Moore_(jazz_musician),,Q3,Q6,
Rusty Bryant,Rusty_Bryant,http://dbpedia.org/resource/Rusty_Bryant,,Q3,Q6,
Al Casey,Al_Casey,http://dbpedia.org/resource/Al_Casey_(jazz_guitarist),https://linkedjazz.org/image/square/Al_Casey_(jazz_guitarist).png,Q3,Q6,
Eddie Harris,Eddie_Harris,http://dbpedia.org/resource/Eddie_Harris,,Q3,Q6,
Truck Parham,Truck_Parham,http://dbpedia.org/resource/Truck_Parham,,Q3,Q6,
Ernie Andrews,Ernie_Andrews,http://dbpedia.org/resource/Ernie_Andrews,,Q3,Q6,
Brook Benton,Brook_Benton,http://dbpedia.org/resource/Brook_Benton,,Q3,Q6,
Ahmet Ertegun,Ahmet_Ertegun,http://dbpedia.org/resource/Ahmet_Ertegun,https://linkedjazz.org/image/square/Ahmet_Ertegun.png,Q3,Q6,
Remo Palmier,Remo_Palmier,http://dbpedia.org/resource/Remo_Palmier,,Q3,Q6,
Sparky Tavares,Sparky_Tavares,,,Q3,Q6,managed Nat King Cole and Nancy Wilson
Shirley Scott,Shirley_Scott,http://dbpedia.org/resource/Shirley_Scott,https://linkedjazz.org/image/square/Shirley_Scott.png,Q3,Q6,
Sidney Miller,Sidney_Miller,,,Q3,Q6,
Boyd Atkins,Boyd_Atkins,http://dbpedia.org/resource/Boyd_Atkins,,Q3,Q6,
Al McKibbon,Al_McKibbon,http://dbpedia.org/resource/Al_McKibbon,https://linkedjazz.org/image/square/Al_McKibbon.png,Q3,Q6,
Denzil Best,Denzil_Best,http://dbpedia.org/resource/Denzil_Best,,Q3,Q6,
Orrin Keepnews,Orrin_Keepnews,http://dbpedia.org/resource/Orrin_Keepnews,,Q3,Q6,
Ramsey Lewis,Ramsey_Lewis,http://dbpedia.org/resource/Ramsey_Lewis,,Q3,Q6,
Harry Fox,Harry_Fox,http://dbpedia.org/resource/Harry_Fox,,Q3,Q6,
Lou Donaldson,Lou_Donaldson,http://dbpedia.org/resource/Lou_Donaldson,,Q3,Q6,
Donny Hathaway,Donny_Hathaway,http://dbpedia.org/resource/Donny_Hathaway,,Q3,Q6,
Buddy Montgomery,Buddy_Montgomery,http://dbpedia.org/resource/Buddy_Montgomery,https://linkedjazz.org/image/square/Buddy_Montgomery.png,Q3,Q6,
Ed Fuerst,Ed_Fuerst,,,Q3,Q6,Producer/engineer/jazz enthusiast
Clyde Hart,Clyde_Hart,,,Q3,Q6,
John Collins,John_Collins,http://dbpedia.org/resource/John_Collins_(jazz_guitarist),,Q3,Q6,
Celine Dion,Celine_Dion,http://dbpedia.org/resource/Celine_Dion,https://linkedjazz.org/image/square/Celine_Dion.png,Q3,Q6,
Pete Brown,Pete_Brown,http://dbpedia.org/resource/Pete_Brown_(jazz_musician),https://linkedjazz.org/image/square/Pete_Brown_(jazz_musician).png,Q3,Q6,
George DeHart,George_DeHart,,,Q3,Q6,
Chuck Wayne,Chuck_Wayne,http://dbpedia.org/resource/Chuck_Wayne,https://linkedjazz.org/image/square/Chuck_Wayne.png,Q3,Q6,
