Label,P6:string,P5:string,P7:url,P2:wikibase-item,P3:wikibase-item,Description
Frank Strozier,Frank_Strozier,http://dbpedia.org/resource/Frank_Strozier,https://linkedjazz.org/image/square/Frank_Strozier.png,Q3,Q6,
Don Braden,Don_Braden,http://dbpedia.org/resource/Don_Braden,https://linkedjazz.org/image/square/Don_Braden.png,Q3,Q6,
Peter Erskine,Peter_Erskine,http://dbpedia.org/resource/Peter_Erskine,https://linkedjazz.org/image/square/Peter_Erskine.png,Q3,Q6,
Milford Graves,Milford_Graves,http://dbpedia.org/resource/Milford_Graves,https://linkedjazz.org/image/square/Milford_Graves.png,Q3,Q6,
Anthony Brown,Anthony_Brown,http://dbpedia.org/resource/Anthony_Brown_(musician),https://linkedjazz.org/image/square/Anthony_Brown_(musician).png,Q3,Q6,
Babs Gonzales,Babs_Gonzales,http://dbpedia.org/resource/Babs_Gonzales,https://linkedjazz.org/image/square/Babs_Gonzales.png,Q3,Q6,
Jimmy Heath,Jimmy_Heath,http://dbpedia.org/resource/Jimmy_Heath,https://linkedjazz.org/image/square/Jimmy_Heath.png,Q3,Q6,
Fats Ford,Fats_Ford,,https://linkedjazz.org/image/square/Fats_Ford.png,Q3,Q6,
Lee Young,Lee_Young,http://dbpedia.org/resource/Lee_Young,https://linkedjazz.org/image/square/Lee_Young.png,Q3,Q6,
George Wein,George_Wein,http://dbpedia.org/resource/George_Wein,https://linkedjazz.org/image/square/George_Wein.png,Q3,Q6,
Omar Hakim,Omar_Hakim,http://dbpedia.org/resource/Omar_Hakim,https://linkedjazz.org/image/square/Omar_Hakim.png,Q3,Q6,
Sonny Stitt,Sonny_Stitt,http://dbpedia.org/resource/Sonny_Stitt,https://linkedjazz.org/image/square/Sonny_Stitt.png,Q3,Q6,
Philly Joe Jones,Philly_Joe_Jones,http://dbpedia.org/resource/Philly_Joe_Jones,https://linkedjazz.org/image/square/Philly_Joe_Jones.png,Q3,Q6,
John Malachi,John_Malachi,http://dbpedia.org/resource/John_Malachi,https://linkedjazz.org/image/square/John_Malachi.png,Q3,Q6,
Red Allen,Red_Allen,http://dbpedia.org/resource/Red_Allen,https://linkedjazz.org/image/square/Red_Allen.png,Q3,Q6,
Kansas Fields,Kansas_Fields,http://dbpedia.org/resource/Kansas_Fields,https://linkedjazz.org/image/square/Kansas_Fields.png,Q3,Q6,
Howard McGhee,Howard_McGhee,http://dbpedia.org/resource/Howard_McGhee,https://linkedjazz.org/image/square/Howard_McGhee.png,Q3,Q6,
George Adams,George_Adams,http://dbpedia.org/resource/George_Adams_(musician),https://linkedjazz.org/image/square/George_Adams_(musician).png,Q3,Q6,
Phil Edmond,Phil_Edmond,,https://linkedjazz.org/image/square/Phil_Edmond.png,Q3,Q6,
Dennis Chambers,Dennis_Chambers,http://dbpedia.org/resource/Dennis_Chambers,https://linkedjazz.org/image/square/Dennis_Chambers.png,Q3,Q6,
Charles Sullivan,Charles_Sullivan,http://dbpedia.org/resource/Charles_Sullivan_(musician),https://linkedjazz.org/image/square/Charles_Sullivan_(musician).png,Q3,Q6,
Charlie Holmes,Charlie_Holmes,http://dbpedia.org/resource/Charlie_Holmes,https://linkedjazz.org/image/square/Charlie_Holmes.png,Q3,Q6,
Fred Astaire,Fred_Astaire,http://dbpedia.org/resource/Fred_Astaire,https://linkedjazz.org/image/square/Fred_Astaire.png,Q3,Q6,
Branford Marsalis,Branford_Marsalis,http://dbpedia.org/resource/Branford_Marsalis,https://linkedjazz.org/image/square/Branford_Marsalis.png,Q3,Q6,
Jo Jones,Jo_Jones,http://dbpedia.org/resource/Jo_Jones,https://linkedjazz.org/image/square/Jo_Jones.png,Q3,Q6,
Tom Brechtlein,Tom_Brechtlein,,https://linkedjazz.org/image/square/Tom_Brechtlein.png,Q3,Q6,
Dwayne Burno,Dwayne_Burno,,https://linkedjazz.org/image/square/Dwayne_Burno.png,Q3,Q6,
Gary Novak,Gary_Novak,http://dbpedia.org/resource/Gary_Novak,https://linkedjazz.org/image/square/Gary_Novak.png,Q3,Q6,
Albert Dailey,Albert_Dailey,http://dbpedia.org/resource/Albert_Dailey,https://linkedjazz.org/image/square/Albert_Dailey.png,Q3,Q6,
Pops Foster,Pops_Foster,http://dbpedia.org/resource/Pops_Foster,https://linkedjazz.org/image/square/Pops_Foster.png,Q3,Q6,
Lee Richardson,Lee_Richardson,,https://linkedjazz.org/image/square/Lee_Richardson.png,Q3,Q6,
Kevin Eubanks,Kevin_Eubanks,http://dbpedia.org/resource/Kevin_Eubanks,https://linkedjazz.org/image/square/Kevin_Eubanks.png,Q3,Q6,
Lenny White,Lenny_White,http://dbpedia.org/resource/Lenny_White,https://linkedjazz.org/image/square/Lenny_White.png,Q3,Q6,
Don Byas,Don_Byas,http://dbpedia.org/resource/Don_Byas,https://linkedjazz.org/image/square/Don_Byas.png,Q3,Q6,
Bobby Donaldson,Bobby_Donaldson,http://dbpedia.org/resource/Bobby_Donaldson,https://linkedjazz.org/image/square/Bobby_Donaldson.png,Q3,Q6,
Andrew Cyrille,Andrew_Cyrille,http://dbpedia.org/resource/Andrew_Cyrille,https://linkedjazz.org/image/square/Andrew_Cyrille.png,Q3,Q6,
Stanley Cowell,Stanley_Cowell,http://dbpedia.org/resource/Stanley_Cowell,https://linkedjazz.org/image/square/Stanley_Cowell.png,Q3,Q6,
Tommy Mace,Tommy_Mace,,https://linkedjazz.org/image/square/Tommy_Mace.png,Q3,Q6,
Jimmy Jones,Jimmy_Jones,http://dbpedia.org/resource/Jimmy_Jones_(pianist),https://linkedjazz.org/image/square/Jimmy_Jones_(pianist).png,Q3,Q6,
Steve Gadd,Steve_Gadd,http://dbpedia.org/resource/Steve_Gadd,https://linkedjazz.org/image/square/Steve_Gadd.png,Q3,Q6,
Ernie Royal,Ernie_Royal,http://dbpedia.org/resource/Ernie_Royal,https://linkedjazz.org/image/square/Ernie_Royal.png,Q3,Q6,
Milt Buckner,Milt_Buckner,http://dbpedia.org/resource/Milt_Buckner,https://linkedjazz.org/image/square/Milt_Buckner.png,Q3,Q6,
Dewey Redman,Dewey_Redman,http://dbpedia.org/resource/Dewey_Redman,https://linkedjazz.org/image/square/Dewey_Redman.png,Q3,Q6,
Jabbo Smith,Jabbo_Smith,http://dbpedia.org/resource/Jabbo_Smith,https://linkedjazz.org/image/square/Jabbo_Smith.png,Q3,Q6,
Buddy Tate,Buddy_Tate,http://dbpedia.org/resource/Buddy_Tate_(musician),https://linkedjazz.org/image/square/Buddy_Tate_(musician).png,Q3,Q6,
Junior Mance,Junior_Mance,http://dbpedia.org/resource/Junior_Mance,https://linkedjazz.org/image/square/Junior_Mance.png,Q3,Q6,
Stevie Wonder,Stevie_Wonder,http://dbpedia.org/resource/Stevie_Wonder,https://linkedjazz.org/image/square/Stevie_Wonder.png,Q3,Q6,
Joe Sherman,Joe_Sherman,,https://linkedjazz.org/image/square/Joe_Sherman.png,Q3,Q6,
Joe Glaser,Joe_Glaser,http://dbpedia.org/resource/Joe_Glaser,https://linkedjazz.org/image/square/Joe_Glaser.png,Q3,Q6,
Joshua Redman,Joshua_Redman,http://dbpedia.org/resource/Joshua_Redman,https://linkedjazz.org/image/square/Joshua_Redman.png,Q3,Q6,
Al Grey,Al_Grey,http://dbpedia.org/resource/Al_Grey,https://linkedjazz.org/image/square/Al_Grey.png,Q3,Q6,
Les Hite,Les_Hite,http://dbpedia.org/resource/Les_Hite,https://linkedjazz.org/image/square/Les_Hite.png,Q3,Q6,
Gladys Riddle,Gladys_Riddle,,https://linkedjazz.org/image/square/Gladys_Riddle.png,Q3,Q6,
Lena Horne,Lena_Horne,http://dbpedia.org/resource/Lena_Horne,https://linkedjazz.org/image/square/Lena_Horne.png,Q3,Q6,
Herbie Hancock,Herbie_Hancock,http://dbpedia.org/resource/Herbie_Hancock,https://linkedjazz.org/image/square/Herbie_Hancock.png,Q3,Q6,
Donald Byrd,Donald_Byrd,http://dbpedia.org/resource/Donald_Byrd,https://linkedjazz.org/image/square/Donald_Byrd.png,Q3,Q6,
George Schick,George_Schick,,https://linkedjazz.org/image/square/George_Schick.png,Q3,Q6,
Myra Hess,Myra_Hess,http://dbpedia.org/resource/Myra_Hess,https://linkedjazz.org/image/square/Myra_Hess.png,Q3,Q6,
Gil Evans,Gil_Evans,http://dbpedia.org/resource/Gil_Evans,https://linkedjazz.org/image/square/Gil_Evans.png,Q3,Q6,
Teo Macero,Teo_Macero,http://dbpedia.org/resource/Teo_Macero,https://linkedjazz.org/image/square/Teo_Macero.png,Q3,Q6,
Michael Greene,Michael_Greene,http://dbpedia.org/resource/Michael_Greene_(arts),https://linkedjazz.org/image/square/Michael_Greene_(arts).png,Q3,Q6,
Gayle Moran,Gayle_Moran,http://dbpedia.org/resource/Gayle_Moran,https://linkedjazz.org/image/square/Gayle_Moran.png,Q3,Q6,
George Coleman,George_Coleman,http://dbpedia.org/resource/George_Coleman,https://linkedjazz.org/image/square/George_Coleman.png,Q3,Q6,
Don Goldberg,Don_Goldberg,,https://linkedjazz.org/image/square/Don_Goldberg.png,Q3,Q6,
Bull Ruther,Bull_Ruther,,https://linkedjazz.org/image/square/Bull_Ruther.png,Q3,Q6,
Pierre Salinger,Pierre_Salinger,http://dbpedia.org/resource/Pierre_Salinger,https://linkedjazz.org/image/square/Pierre_Salinger.png,Q3,Q6,
Bill Russo,Bill_Russo,http://dbpedia.org/resource/William_Russo_(musician),https://linkedjazz.org/image/square/William_Russo_(musician).png,Q3,Q6,
Henry Cowell,Henry_Cowell,http://dbpedia.org/resource/Henry_Cowell,https://linkedjazz.org/image/square/Henry_Cowell.png,Q3,Q6,
Sol Weiss,Sol_Weiss,http://dbpedia.org/resource/Fantasy_Records,,Q3,Q6,
Chet Huntley,Chet_Huntley,http://dbpedia.org/resource/Chet_Huntley,https://linkedjazz.org/image/square/Chet_Huntley.png,Q3,Q6,
Georgia Frontiere,Georgia_Frontiere,http://dbpedia.org/resource/Georgia_Frontiere,https://linkedjazz.org/image/square/Georgia_Frontiere.png,Q3,Q6,
Red Norvo,Red_Norvo,http://dbpedia.org/resource/Red_Norvo,https://linkedjazz.org/image/square/Red_Norvo.png,Q3,Q6,
Bud Harr,Bud_Harr,,https://linkedjazz.org/image/square/Bud_Harr.png,Q3,Q6,
Paul Desmond,Paul_Desmond,http://dbpedia.org/resource/Paul_Desmond,https://linkedjazz.org/image/square/Paul_Desmond.png,Q3,Q6,
Ken Curtis,Ken_Curtis,http://dbpedia.org/resource/Ken_Curtis,https://linkedjazz.org/image/square/Ken_Curtis.png,Q3,Q6,
Ted Rosenthal,Ted_Rosenthal,http://dbpedia.org/resource/Ted_Rosenthal,https://linkedjazz.org/image/square/Ted_Rosenthal.png,Q3,Q6,
Jack Kennedy,Jack_Kennedy,http://dbpedia.org/resource/Jack_Kennedy,https://linkedjazz.org/image/square/Jack_Kennedy.png,Q3,Q6,
Ralph Gleason,Ralph_Gleason,http://dbpedia.org/resource/Ralph_Gleason,https://linkedjazz.org/image/square/Ralph_Gleason.png,Q3,Q6,
Aldus Huxley,Aldus_Huxley,http://dbpedia.org/resource/Aldus_Huxley,https://linkedjazz.org/image/square/Aldus_Huxley.png,Q3,Q6,
Lew Soloff,Lew_Soloff,http://dbpedia.org/resource/Lew_Soloff,https://linkedjazz.org/image/square/Lew_Soloff.png,Q3,Q6,
Joe Morello,Joe_Morello,http://dbpedia.org/resource/Joe_Morello,https://linkedjazz.org/image/square/Joe_Morello.png,Q3,Q6,
Neil Tesser,Neil_Tesser,,https://linkedjazz.org/image/square/Neil_Tesser.png,Q3,Q6,
Nadia Boulanger,Nadia_Boulanger,http://dbpedia.org/resource/Nadia_Boulanger,https://linkedjazz.org/image/square/Nadia_Boulanger.png,Q3,Q6,
Turk Murphy,Turk_Murphy,http://dbpedia.org/resource/Turk_Murphy,https://linkedjazz.org/image/square/Turk_Murphy.png,Q3,Q6,
Richard Rodgers,Richard_Rodgers,http://dbpedia.org/resource/Richard_Rodgers,https://linkedjazz.org/image/square/Richard_Rodgers.png,Q3,Q6,
Ted Gioia,Ted_Gioia,http://dbpedia.org/resource/Ted_Gioia,https://linkedjazz.org/image/square/Ted_Gioia.png,Q3,Q6,
Clint Eastwood,Clint_Eastwood,http://dbpedia.org/resource/Clint_eastwood,https://linkedjazz.org/image/square/Clint_eastwood.png,Q3,Q6,
Al Davis,Al_Davis,http://dbpedia.org/resource/Al_Davis,https://linkedjazz.org/image/square/Al_Davis.png,Q3,Q6,
Cal Tjader,Cal_Tjader,http://dbpedia.org/resource/Cal_Tjader,https://linkedjazz.org/image/square/Cal_Tjader.png,Q3,Q6,
Dean Carl Nosse,Dean_Carl_Nosse,,https://linkedjazz.org/image/square/Dean_Carl_Nosse.png,Q3,Q6,
Richard Nixon,Richard_Nixon,http://dbpedia.org/resource/Richard_nixon,https://linkedjazz.org/image/square/Richard_nixon.png,Q3,Q6,
Russell Gloyd,Russell_Gloyd,,https://linkedjazz.org/image/square/Russell_Gloyd.png,Q3,Q6,
Matt Dennis,Matt_Dennis,http://dbpedia.org/resource/Matt_Dennis,https://linkedjazz.org/image/square/Matt_Dennis.png,Q3,Q6,
Darrell Cutler,Darrell_Cutler,,https://linkedjazz.org/image/square/Darrell_Cutler.png,Q3,Q6,
Irving Townsend,Irving_Townsend,http://dbpedia.org/resource/Irving_Townsend,https://linkedjazz.org/image/square/Irving_Townsend.png,Q3,Q6,
Junior Raglin,Junior_Raglin,http://dbpedia.org/resource/Junior_Raglin,https://linkedjazz.org/image/square/Junior_Raglin.png,Q3,Q6,
King Hussein,King_Hussein,http://dbpedia.org/resource/King_Hussein,https://linkedjazz.org/image/square/King_Hussein.png,Q3,Q6,
Barbara Bel Geddes,Barbara_Bel_Geddes,http://dbpedia.org/resource/Barbara_Bel_Geddes,https://linkedjazz.org/image/square/Barbara_Bel_Geddes.png,Q3,Q6,
Norman Bates,Norman_Bates,http://dbpedia.org/resource/Norman_Bates_(musician),https://linkedjazz.org/image/square/Norman_Bates_(musician).png,Q3,Q6,
Doris Duke,Doris_Duke,http://dbpedia.org/resource/Doris_Duke,https://linkedjazz.org/image/square/Doris_Duke.png,Q3,Q6,
Jim Bancroft,Jim_Bancroft,,,Q3,Q6,
Johnny Coppola,Johnny_Coppola,,https://linkedjazz.org/image/square/Johnny_Coppola.png,Q3,Q6,
Mercer Ellington,Mercer_Ellington,http://dbpedia.org/resource/Mercer_Ellington,https://linkedjazz.org/image/square/Mercer_Ellington.png,Q3,Q6,
Gunther Schuller,Gunther_Schuller,http://dbpedia.org/resource/Gunther_Schuller,https://linkedjazz.org/image/square/Gunther_Schuller.png,Q3,Q6,
Darius Brubeck,Darius_Brubeck,http://dbpedia.org/resource/Darius_Brubeck,https://linkedjazz.org/image/square/Darius_Brubeck.png,Q3,Q6,
Leland Hayward,Leland_Hayward,http://dbpedia.org/resource/Leland_Hayward,https://linkedjazz.org/image/square/Leland_Hayward.png,Q3,Q6,
Clive Davis,Clive_Davis,http://dbpedia.org/resource/Clive_Davis,https://linkedjazz.org/image/square/Clive_Davis.png,Q3,Q6,
Cole Porter,Cole_Porter,http://dbpedia.org/resource/Cole_Porter,https://linkedjazz.org/image/square/Cole_Porter.png,Q3,Q6,
Jack Fina,Jack_Fina,http://dbpedia.org/resource/Jack_Fina,https://linkedjazz.org/image/square/Jack_Fina.png,Q3,Q6,
Marlene Dietrich,Marlene_Dietrich,http://dbpedia.org/resource/Marlene_Dietrich,https://linkedjazz.org/image/square/Marlene_Dietrich.png,Q3,Q6,
David van Kriedt,David_van_Kriedt,http://dbpedia.org/resource/David_van_Kriedt,https://linkedjazz.org/image/square/David_van_Kriedt.png,Q3,Q6,
Bob Skinner,Bob_Skinner,,,Q3,Q6,
Eddie Duran,Eddie_Duran,,https://linkedjazz.org/image/square/Eddie_Duran.png,Q3,Q6,
Cleo Brown,Cleo_Brown,,https://linkedjazz.org/image/square/Cleo_Brown.png,Q3,Q6,
Howard Brubeck,Howard_Brubeck,,,Q3,Q6,
Bill Smith,Bill_Smith,http://dbpedia.org/resource/Bill_Smith_(Canadian_musician),https://linkedjazz.org/image/square/Bill_Smith_(Canadian_musician).png,Q3,Q6,
Howard Peter Brubeck,Howard_Peter_Brubeck,,,Q3,Q6,
John Marabuto,John_Marabuto,,https://linkedjazz.org/image/square/John_Marabuto.png,Q3,Q6,
Skinnay Ennis,Skinnay_Ennis,http://dbpedia.org/resource/Skinnay_Ennis,https://linkedjazz.org/image/square/Skinnay_Ennis.png,Q3,Q6,
Richard Jeweler ,Richard_Jeweler_,,,Q3,Q6,
John Hammond,John_Hammond,http://dbpedia.org/resource/John_H._Hammond,https://linkedjazz.org/image/square/John_H._Hammond.png,Q3,Q6,
Alvino Rey,Alvino_Rey,http://dbpedia.org/resource/Alvino_Rey,https://linkedjazz.org/image/square/Alvino_Rey.png,Q3,Q6,
Max Weiss,Max_Weiss,http://dbpedia.org/resource/Fantasy_Records,https://linkedjazz.org/image/square/Fantasy_Records.png,Q3,Q6,
Christopher Isherwood,Christopher_Isherwood,http://dbpedia.org/resource/Christopher_Isherwood,https://linkedjazz.org/image/square/Christopher_Isherwood.png,Q3,Q6,
Jack Weeks,Jack_Weeks,,,Q3,Q6,
Ron Crotty,Ron_Crotty,,https://linkedjazz.org/image/square/Ron_Crotty.png,Q3,Q6,
Goddard Lieberson,Goddard_Lieberson,http://dbpedia.org/resource/Goddard_Lieberson,https://linkedjazz.org/image/square/Goddard_Lieberson.png,Q3,Q6,
Ernie Farmer,Ernie_Farmer,,,Q3,Q6,
Cal Lampley,Cal_Lampley,http://dbpedia.org/resource/Cal_Lampley,https://linkedjazz.org/image/square/Cal_Lampley.png,Q3,Q6,
Herb Wong,Herb_Wong,,https://linkedjazz.org/image/square/Herb_Wong.png,Q3,Q6,
Andrei Sakharov,Andrei_Sakharov,http://dbpedia.org/resource/Andrei_Sakharov,https://linkedjazz.org/image/square/Andrei_Sakharov.png,Q3,Q6,
Billy Kyle,Billy_Kyle,http://dbpedia.org/resource/Billy_Kyle,https://linkedjazz.org/image/square/Billy_Kyle.png,Q3,Q6,
Carmen McRae,Carmen_McRae,http://dbpedia.org/resource/Carmen_McRae,https://linkedjazz.org/image/square/Carmen_McRae.png,Q3,Q6,
Vince Guaraldi,Vince_Guaraldi,http://dbpedia.org/resource/Vince_Guaraldi,https://linkedjazz.org/image/square/Vince_Guaraldi.png,Q3,Q6,
Gerald Ford,Gerald_Ford,http://dbpedia.org/resource/Gerald_Ford,https://linkedjazz.org/image/square/Gerald_Ford.png,Q3,Q6,
Jack Six,Jack_Six,,https://linkedjazz.org/image/square/Jack_Six.png,Q3,Q6,
George Avakian,George_Avakian,http://dbpedia.org/resource/George_Avakian,https://linkedjazz.org/image/square/George_Avakian.png,Q3,Q6,
Chris Brubeck,Chris_Brubeck,http://dbpedia.org/resource/Chris_Brubeck,https://linkedjazz.org/image/square/Chris_Brubeck.png,Q3,Q6,
Pete Rugolo,Pete_Rugolo,http://dbpedia.org/resource/Pete_Rugolo,https://linkedjazz.org/image/square/Pete_Rugolo.png,Q3,Q6,
Tony Bennett,Tony_Bennett,http://dbpedia.org/resource/Tony_Bennett,https://linkedjazz.org/image/square/Tony_Bennett.png,Q3,Q6,
Walter Cronkite,Walter_Cronkite,http://dbpedia.org/resource/Walter_Cronkite,https://linkedjazz.org/image/square/Walter_Cronkite.png,Q3,Q6,
Jimmy Carter,Jimmy_Carter,http://dbpedia.org/resource/Jimmy_Carter,https://linkedjazz.org/image/square/Jimmy_Carter.png,Q3,Q6,
Earle Weatherwax,Earle_Weatherwax,,https://linkedjazz.org/image/square/Earle_Weatherwax.png,Q3,Q6,
George Moore,George_Moore,,,Q3,Q6,
Herb Geller,Herb_Geller,http://dbpedia.org/resource/Herb_Geller,https://linkedjazz.org/image/square/Herb_Geller.png,Q3,Q6,
Ray Wax,Ray_Wax,,,Q3,Q6,
Studs Terkel,Studs_Terkel,http://dbpedia.org/resource/Studs_Terkel,https://linkedjazz.org/image/square/Studs_Terkel.png,Q3,Q6,
Charles Ives,Charles_Ives,http://dbpedia.org/resource/Charles_Ives,https://linkedjazz.org/image/square/Charles_Ives.png,Q3,Q6,
Russell Means,Russell_Means,http://dbpedia.org/resource/Russell_Means,https://linkedjazz.org/image/square/Russell_Means.png,Q3,Q6,
Herb Barman,Herb_Barman,,https://linkedjazz.org/image/square/Herb_Barman.png,Q3,Q6,
Tal Farlow,Tal_Farlow,http://dbpedia.org/resource/Tal_Farlow,https://linkedjazz.org/image/square/Tal_Farlow.png,Q3,Q6,
Iola Brubeck,Iola_Brubeck,,https://linkedjazz.org/image/square/Iola_Brubeck.png,Q3,Q6,
Doug Ramsey,Doug_Ramsey,,https://linkedjazz.org/image/square/Doug_Ramsey.png,Q3,Q6,
Denise McClugagge,Denise_McClugagge,http://dbpedia.org/resource/Denise_McCluggage,https://linkedjazz.org/image/square/Denise_McCluggage.png,Q3,Q6,
Barry Ulanov,Barry_Ulanov,http://dbpedia.org/resource/Barry_Ulanov,https://linkedjazz.org/image/square/Barry_Ulanov.png,Q3,Q6,
Jimmy Blanton,Jimmy_Blanton,http://dbpedia.org/resource/Jimmy_Blanton,https://linkedjazz.org/image/square/Jimmy_Blanton.png,Q3,Q6,
George Shultz,George_Shultz,http://dbpedia.org/resource/George_Shultz,https://linkedjazz.org/image/square/George_Shultz.png,Q3,Q6,
Darius Milhaud,Darius_Milhaud,http://dbpedia.org/resource/Darius_Milhaud,https://linkedjazz.org/image/square/Darius_Milhaud.png,Q3,Q6,
Lu Watters,Lu_Watters,http://dbpedia.org/resource/Lu_Watters,https://linkedjazz.org/image/square/Lu_Watters.png,Q3,Q6,
Dick Collins,Dick_Collins,http://dbpedia.org/resource/Richard_J._Collins,https://linkedjazz.org/image/square/Richard_J._Collins.png,Q3,Q6,
Nancy Reagan,Nancy_Reagan,http://dbpedia.org/resource/Nancy_Reagan,https://linkedjazz.org/image/square/Nancy_Reagan.png,Q3,Q6,
Norman Simmons,Norman_Simmons,http://dbpedia.org/resource/Norman_Simmons_(musician),https://linkedjazz.org/image/square/Norman_Simmons_(musician).png,Q3,Q6,
Joe Bardussen,Joe_Bardussen,,,Q3,Q6,
Buddy Bolden,Buddy_Bolden,http://dbpedia.org/resource/Buddy_Bolden,https://linkedjazz.org/image/square/Buddy_Bolden.png,Q3,Q6,
Red Saunders,Red_Saunders,http://dbpedia.org/resource/Red_Saunders_(musician),https://linkedjazz.org/image/square/Red_Saunders_(musician).png,Q3,Q6,
Terence Blanchard,Terence_Blanchard,http://dbpedia.org/resource/Terence_Blanchard,https://linkedjazz.org/image/square/Terence_Blanchard.png,Q3,Q6,
Sonny Cohn,Sonny_Cohn,http://dbpedia.org/resource/Sonny_Cohn,https://linkedjazz.org/image/square/Sonny_Cohn.png,Q3,Q6,
Peg Leg Bates,Peg_Leg_Bates,http://dbpedia.org/resource/Peg_Leg_Bates,https://linkedjazz.org/image/square/Peg_Leg_Bates.png,Q3,Q6,
Lurlean Hunter,Lurlean_Hunter,,https://linkedjazz.org/image/square/Lurlean_Hunter.png,Q3,Q6,
Jimmy Forrest,Jimmy_Forrest,http://dbpedia.org/resource/Jimmy_Forrest,https://linkedjazz.org/image/square/Jimmy_Forrest.png,Q3,Q6,
Joe Wilson,Joe_Wilson,,https://linkedjazz.org/image/square/Joe_Wilson.png,Q3,Q6,
David Adams,David_Adams,,https://linkedjazz.org/image/square/David_Adams.png,Q3,Q6,
John Williams,John_Williams,http://dbpedia.org/resource/John_Williams,https://linkedjazz.org/image/square/John_Williams.png,Q3,Q6,
Nicholas Payton,Nicholas_Payton,http://dbpedia.org/resource/Nicholas_Payton,https://linkedjazz.org/image/square/Nicholas_Payton.png,Q3,Q6,
Charlie Fowlkes,Charlie_Fowlkes,http://dbpedia.org/resource/Charles_Fowlkes,https://linkedjazz.org/image/square/Charles_Fowlkes.png,Q3,Q6,
Johnny Pate,Johnny_Pate,http://dbpedia.org/resource/Johnny_Pate,https://linkedjazz.org/image/square/Johnny_Pate.png,Q3,Q6,
Eddie Cantor,Eddie_Cantor,http://dbpedia.org/resource/Eddie_Cantor,https://linkedjazz.org/image/square/Eddie_Cantor.png,Q3,Q6,
Jon Hendricks,Jon_Hendricks,http://dbpedia.org/resource/Jon_Hendricks,https://linkedjazz.org/image/square/Jon_Hendricks.png,Q3,Q6,
Eddie Peabody,Eddie_Peabody,http://dbpedia.org/resource/Eddie_Peabody,https://linkedjazz.org/image/square/Eddie_Peabody.png,Q3,Q6,
Ed Sytock,Ed_Sytock,,,Q3,Q6,
T-Bone Walker,T-Bone_Walker,http://dbpedia.org/resource/T-Bone_Walker,https://linkedjazz.org/image/square/T-Bone_Walker.png,Q3,Q6,
Flocks McConnell,Flocks_McConnell,,,Q3,Q6,
Johnny Long,Johnny_Long,http://dbpedia.org/resource/Johnny_Long_(musician),https://linkedjazz.org/image/square/Johnny_Long_(musician).png,Q3,Q6,
Lucky Thompson,Lucky_Thompson,http://dbpedia.org/resource/Lucky_Thompson,https://linkedjazz.org/image/square/Lucky_Thompson.png,Q3,Q6,
Victor Sproles,Victor_Sproles,http://dbpedia.org/resource/Victor_Sproles,https://linkedjazz.org/image/square/Victor_Sproles.png,Q3,Q6,
Johnny Vant,Johnny_Vant,,,Q3,Q6,
Walter Page,Walter_Page,http://dbpedia.org/resource/Walter_Page,https://linkedjazz.org/image/square/Walter_Page.png,Q3,Q6,
Ernie Wilkins,Ernie_Wilkins,http://dbpedia.org/resource/Ernie_Wilkins,https://linkedjazz.org/image/square/Ernie_Wilkins.png,Q3,Q6,
Willie Smith,Willie_Smith,http://dbpedia.org/resource/Willie_%22Big_Eyes%22_Smith,https://linkedjazz.org/image/square/Willie_Big_Eyes_Smith.png,Q3,Q6,
Paul Campbell,Paul_Campbell,,https://linkedjazz.org/image/square/Paul_Campbell.png,Q3,Q6,
Buddy Young,Buddy_Young,http://dbpedia.org/resource/Buddy_Young,https://linkedjazz.org/image/square/Buddy_Young.png,Q3,Q6,
Melba Liston,Melba_Liston,http://dbpedia.org/resource/Melba_Liston,https://linkedjazz.org/image/square/Melba_Liston.png,Q3,Q6,
George Hudson,George_Hudson,,https://linkedjazz.org/image/square/George_Hudson.png,Q3,Q6,
Mack Easton,Mack_Easton,,,Q3,Q6,
Big George Matthews,Big_George_Matthews,http://dbpedia.org/resource/George_Matthews_(musician),https://linkedjazz.org/image/square/George_Matthews_(musician).png,Q3,Q6,
Jimmy Kennedy,Jimmy_Kennedy,,https://linkedjazz.org/image/square/Jimmy_Kennedy.png,Q3,Q6,
Jack Sheldon,Jack_Sheldon,http://dbpedia.org/resource/Jack_Sheldon,https://linkedjazz.org/image/square/Jack_Sheldon.png,Q3,Q6,
Snooky Young,Snooky_Young,http://dbpedia.org/resource/Snooky_Young,https://linkedjazz.org/image/square/Snooky_Young.png,Q3,Q6,
Ivie Anderson,Ivie_Anderson,http://dbpedia.org/resource/Ivie_Anderson,https://linkedjazz.org/image/square/Ivie_Anderson.png,Q3,Q6,
Eddie Vinson,Eddie_Vinson,http://dbpedia.org/resource/Eddie_Vinson,https://linkedjazz.org/image/square/Eddie_Vinson.png,Q3,Q6,
Walter Peacock,Walter_Peacock,,,Q3,Q6,
James Monday,James_Monday,,,Q3,Q6,
Marvin Wright,Marvin_Wright,,https://linkedjazz.org/image/square/Marvin_Wright.png,Q3,Q6,
Adam Lambert,Adam_Lambert,,https://linkedjazz.org/image/square/Adam_Lambert.png,Q3,Q6,
Sidney DeParis,Sidney_DeParis,,https://linkedjazz.org/image/square/Sidney_DeParis.png,Q3,Q6,
Jimmy Harrison,Jimmy_Harrison,http://dbpedia.org/resource/Jimmy_Harrison,https://linkedjazz.org/image/square/Jimmy_Harrison.png,Q3,Q6,
